id,description,title,country,date_end,date_start,person,link,location,location_category,location_name
1053,DD.MM. Kongen og Dronningen holder mottakelse på Det kongelige slott for mottakere av Kongens fortjenstmedalje (14.00).,Mottakelse,Norge,,2015-03-10T00:00:00,Kong Harald V,,,slottet,
1054,"Statsbesøk til Australia: DD.MM. Kongen og Dronningen besøker Wilhelmsen-skipet MV Tugela for en orientering om marint samarbeid Norge-Australia, Perth.",MV Tugela,Norge,,2015-02-27T00:00:00,Kong Harald V,/nyhet.html?tid=126028&sek=26939,,utrikes,Australien
1055,"Statsbesøk til Australia: DD.MM. Kongen og Dronningen besøker urfolksenteret National Centre for Indigenous Excellence, Redfern.",Urfolksenter,Norge,,2015-02-25T00:00:00,Kong Harald V,/nyhet.html?tid=125958&sek=26939,,utrikes,Australien
1056,Statsbesøk til Australia: H.M. Kongen åpner et seminar om Antarktis ved Sjøfartsmuseet i Sydney. H.M. Dronningen vil også være til stede.,Antarktisseminar,Norge,,2015-02-24T00:00:00,Kong Harald V,/nyhet.html?tid=125907&sek=26939,,utrikes,Australien
1057,"Statsbesøk til Australia: DD.MM. Kongen og Dronningen besøker Australias nasjonale krigsminnesmerke, Canberra.",Krigsminnesmerke,Norge,,2015-02-23T00:00:00,Kong Harald V,/nyhet.html?tid=125852&sek=26939,,utrikes,Sverige
1058,DD.MM. Kongen og Dronningen avlegger statsbesøk til Australia 23. - 27. februar 2015.,Statsbesøk til Australia,Norge,27/02/2015 00:00:00,2015-02-23T00:00:00,Kong Harald V,/nyhet.html?tid=125852&sek=26939,,utrikes,Australien
1059,H.M. Kongen besøker Troll - Norges forskningsstasjon i Antarktis - i anledning 10-årsjubileet for åpningen av helårsstasjonen.,Forskningsstasjonen Troll,Norge,12/02/2015 00:00:00,2015-02-10T00:00:00,Kong Harald V,/nyhet.html?tid=125753&sek=26939,,utrikes,Antarktis
1060,H.M. Kongen mottar statsministeren i audiens (10.15).,Audiens,Norge,,2015-02-06T00:00:00,Kong Harald V,,,slottet,
1061,H.M. Kongen mottar utenriksråden i audiens (10.00).,Fast audiens,Norge,,2015-02-05T00:00:00,Kong Harald V,,,slottet,
1062,"H.M. Kongen foretar utdelingen av Nasjonalforeningen for folkehelsens hjertepris 2015, Det Norske Teater (13.00).",Hjerteprisen 2015,Norge,,2015-02-03T00:00:00,Kong Harald V,/nyhet.html?tid=125647&sek=26939,,utrikes,Ryssland
1063,"Prinsesse Astrid, fru Ferner, DD.MM. Kongen og Dronningen, DD.KK.HH. Kronprinsen og Kronprinsessen, Prinsesse Märtha Louise og Ari Behn er til stede ved Johan Martin Ferners bisettelse fra Holmenkollen kapell (13.00).",Bisettelse,Norge,,2015-02-02T00:00:00,Kong Harald V,/nyhet.html?tid=125629&sek=26939,,utrikes,Frankrike
1064,"H.M. Kongen er til stede under NM på ski, 30. januar - 1. februar, Røros.",NM på ski,Norge,01/02/2015 00:00:00,2015-01-30T00:00:00,Kong Harald V,/nyhet.html?tid=125612&sek=26939,,inrikes,
1065,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2015-01-29T00:00:00,Kong Harald V,,,slottet,
1066,DD.MM. Kongen og Dronningen holder lunsj for biskopene på Det kongelige slott. H.K.H. Kronprinsessen vil også være til stede (13.00).,Offisiell lunsj,Norge,,2015-01-27T00:00:00,Kong Harald V,,,slottet,
1067,H.M. Kongen holder Statsråd på Det kongelige slott (11.00).,Statsråd,Norge,,2015-01-23T00:00:00,Kong Harald V,,,slottet,
1068,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2015-01-22T00:00:00,Kong Harald V,,,slottet,
1069,H.M. Kongen mottar generalinspektøren for Luftforsvaret i audiens (11.30).,Fast audiens,Norge,,2015-01-19T00:00:00,Kong Harald V,,,slottet,
1070,H.M. Kongen mottar høyesterettsdommer Wenche Elizabeth Arntzen i audiens (12.45).,Audiens,Norge,,2015-01-16T00:00:00,Kong Harald V,,,slottet,
1071,H.M. Kongen mottar utenriksministeren i audiens (10.00).,Fast audiens,Norge,,2015-01-15T00:00:00,Kong Harald V,,,slottet,
1072,"H.M. Kongen mottar Algeries ambassadør, H.E. herr Boubakeur Ogab, i avskjedsaudiens (10.00).",Avskjedsaudiens,Norge,,2015-01-12T00:00:00,Kong Harald V,,,slottet,
1073,H.M. Kongen mottar statsministeren i audiens (10.15).,Fast audiens,Norge,,2015-01-09T00:00:00,Kong Harald V,,,slottet,
1074,H.M. Kongen mottar utenriksråden i audiens (10.00).,Fast audiens,Norge,,2015-01-08T00:00:00,Kong Harald V,,,slottet,
1075,Their Majesties The King and Queen attend Christmas Service at Holmenkollen Chapel. Her Highness Princess Märtha Louise and family will also be in attendance (12:00).,Christmas service,Norge,,2015-12-25T00:00:00,Dronning Sonja,,,utrikes,USA
1076,H.M. Dronningen besøker Sofienberghjemmet på Grünerløkka i Oslo (11.00).,Besøk til Sofienberghjemmet,Norge,,2015-12-22T00:00:00,Dronning Sonja,,,inrikes,Norge
1077,DD.MM. Kongen og Dronningen holder lunsj for Regjeringen på Det kongelige slott. DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (12.30).,Offisiell lunsj,Norge,,2015-12-18T00:00:00,Dronning Sonja,,,slottet,
1078,"H.M. Dronningen forestår utdelingen av Edvard Munch Art Award, Munchmuseet (16.00).",Edvard Munch Art Award,Norge,,2015-12-12T00:00:00,Dronning Sonja,/nyhet.html?tid=130902&sek=26939,,inrikes,Norge
1079,H.M. Kongen mottar årets fredsprisvinnere i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (12.00).,Audiens,Norge,,2015-12-10T00:00:00,Dronning Sonja,,,slottet,
1080,"H.M. Dronningen deltar på styremøte i hoffets kulturformidling, Åpent Slott (15.15).",Styremøte,Norge,,2015-12-08T00:00:00,Dronning Sonja,,,slottet,
1081,"H.M. Dronningen er til stede ved requiemmessen for ofrene etter Paris-terroren i St. Olavs kirke, Oslo (18.00).",Requiemmesse,Norge,,2015-12-03T00:00:00,Dronning Sonja,/nyhet.html?tid=130755&sek=26939,,inrikes,Norge
1082,H.M. Dronningen holder mottakelse på Det kongelige slott i anledning Dronning Sonjas skolepris 10 år. H.K.H. Kronprinsen vil også være til stede (16.00).,Mottakelse,Norge,,2015-11-27T00:00:00,Dronning Sonja,,,slottet,
1083,H.M. Kongen mottar utenriksministeren i audiens.H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2015-11-26T00:00:00,Dronning Sonja,,,slottet,
1084,DD.MM. Kongen og Dronningen holder lunsj for biskopene på Det kongelige slott. DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (14.00).,Lunsj for biskopene,Norge,,2015-11-24T00:00:00,Dronning Sonja,,,slottet,
1085,Hennes Majestet Dronningen deler ut Dronning Sonjas Skolepris 2015 på Gjøvik videregående skole (12.00).,Dronning Sonjas Skolepris,Norge,,2015-11-23T00:00:00,Dronning Sonja,/nyhet.html?tid=130598&sek=26939,,inrikes,
1086,H.M. Dronningen deltar ved åpningen av Den Norske Turistforeningens TUR-konferanse i Oslo. H.K.H. Kronprinsessen vil også være til stede (08.45).,TUR-konferansen,Norge,,2015-11-13T00:00:00,Dronning Sonja,/nyhet.html?tid=130444&sek=26939,,inrikes,Norge
1087,"H.M. Dronningen er til stede ved åpningen av utstillingen ""Anna-Eva Bergman. Grafisk univers"" ved Museet for samtidskunst (17.45)",Anna-Eva Bergman. Grafisk univers,Norge,,2015-11-12T00:00:00,Dronning Sonja,/nyhet.html?tid=130434&sek=26939,,inrikes,
1088,"H.M. Dronningen besøker MiRA-senteret, ressurssenter for kvinner med minoritetsbakgrunn, Oslo (13.00).",MiRA-senteret,Norge,,2015-11-09T00:00:00,Dronning Sonja,/nyhet.html?tid=130420&sek=26939,,inrikes,Norge
1089,"H.M. Dronningen deltar på styremøte i hoffets kulturformidling, Åpent Slott (12.15).",Styremøte,Norge,,2015-10-23T00:00:00,Dronning Sonja,,,slottet,
1090,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2015-10-22T00:00:00,Dronning Sonja,,,slottet,
1091,DD.MM. Kongen og Dronningen besøker det nye ankomstsenteret for flyktninger i Råde (11.00).,Ankomstsenter Østfold,Norge,,2015-10-21T00:00:00,Dronning Sonja,/nyhet.html?tid=130156&sek=26939,,inrikes,Norge
1092,"Deres Majesteter Kongen og Dronningen holder Afternoon Tea for eldre ildsjeler på Det kongelige slott. Prinsesse Astrid, fru Ferner, vil også være til stede (16.00).",Afternoon Tea,Norge,,2015-10-15T00:00:00,Dronning Sonja,/nyhet.html?tid=130042&sek=26939,,utrikes,USA
1093,H.M. Kongen holder mottakelse på Det kongelige slott for mottakere av Kongens fortjenstmedalje. H.M. Dronningen er også til stede (14.00).,Mottakelse,Norge,,2015-10-13T00:00:00,Dronning Sonja,,,slottet,
1094,"H.M. Dronningen er til stede ved utdelingen av Kjell Nupen Memorial Grant, London.",Kjell Nupen Memorial Grant,Norge,,2015-10-08T00:00:00,Dronning Sonja,/nyhet.html?tid=129877&sek=26939,,utrikes,
1095,H.M. Dronningen mottar juryen i Dronning Sonjas Skolepris i audiens (11.30).,Audiens,Norge,,2015-10-06T00:00:00,Dronning Sonja,,,slottet,
1096,H.M. Kongen foretar den høytidelige åpningen av det 160. Storting. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (13.00).,Stortingets åpning,Norge,,2015-10-02T00:00:00,Dronning Sonja,/nyhet.html?tid=129853&sek=26939,,inrikes,
1097,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2015-09-24T00:00:00,Dronning Sonja,,,slottet,
1098,H.M. Dronningen og H.K.H. Prinsesse Beatrix av Nederland åpner utstillingen Munch : Van Gogh på Van Gogh-museet i Amsterdam (14.00).,Munch : Van Gogh,Norge,,2015-09-23T00:00:00,Dronning Sonja,/nyhet.html?tid=129653&sek=26939,,utrikes,Nederländerna
1099,H.M. Dronningen er til stede på 20-årsjubileet til Red Cross United World College i Fjaler (12.00).,Red Cross United World College 20 år,Norge,,2015-09-21T00:00:00,Dronning Sonja,/nyhet.html?tid=129638&sek=26939,,inrikes,Norge
1100,H.M. Dronningen er til stede på et internasjonalt seminar om grafikk ved Kunsthøgskolen i Oslo (10.00).,Grafikkseminar,Norge,,2015-09-18T00:00:00,Dronning Sonja,,,inrikes,Norge
1101,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2015-09-17T00:00:00,Dronning Sonja,,,slottet,
1102,"H.M. Dronningen mottar Stiftelsen Norsk Kulturarvs ærespris for 2015, Vågå (18.30).",Norsk Kulturarvs ærespris,Norge,,2015-09-08T00:00:00,Dronning Sonja,/nyhet.html?tid=129317&sek=26939,,inrikes,Norge
1103,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2015-09-04T00:00:00,Dronning Sonja,,,slottet,
1104,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2015-09-03T00:00:00,Dronning Sonja,,,slottet,
1105,H.M. Dronningen deltar på styremøte i Queen Sonja Print Award (16.00).,Styremøte,Norge,,2015-08-31T00:00:00,Dronning Sonja,,,utrikes,USA
1106,"H.M. Dronningen er til stede ved gjenåpningen av Brenneribrygga på Atlungstad Brenneri, Stange (18.15) .",Atlungstad Brenneri,Norge,,2015-08-30T00:00:00,Dronning Sonja,/nyhet.html?tid=129201&sek=26939,,inrikes,Norge
1107,DD.MM. Kongen og Dronningen overværer H.M. Kongens Gardes drilloppvisning på Slottsplassen fra Slottsbalkongen (13.30).,Drilloppvisning,Norge,,2015-08-21T00:00:00,Dronning Sonja,,,slottet,
1108,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2015-08-20T00:00:00,Dronning Sonja,,,slottet,
1109,H.M. Dronningen er til stede under Dronning Sonja Internasjonale Musikkonkurranse holder Vokal mesterklasse for semi-finalister på Oscarshall (16.00).,Vokal mesterklasse,Norge,,2015-08-18T00:00:00,Dronning Sonja,,,slottet,
1110,"H.M. Dronningen åpner Edvard Munch videregående skole, Oslo (10.30).",Edvard Munch videregående skole,Norge,,2015-08-17T00:00:00,Dronning Sonja,/nyhet.html?tid=128883&sek=26939,,inrikes,Norge
1111,"H.M. Dronningen åpner Nasjonalparksenteret på Verdens Ende, Tjøme (13.00).",Nasjonalparksenter på Verdens Ende,Norge,,2015-06-27T00:00:00,Dronning Sonja,/nyhet.html?tid=128694&sek=26939,,inrikes,Norge
1112,"H.M. Dronningen åpner Anawana Halobas skulptur til samlingen Skulpturlandskap Nordland, Husøy, Træna (11.00).",Anawana Halobas skulptur,Norge,,2015-06-25T00:00:00,Dronning Sonja,/nyhet.html?tid=128674&sek=26939,,inrikes,Norge
1113,"H.M. Dronningen åpner Bø Friluftsgalleri - Skulpturlandskap Nordland, Bø i Vesterålen (11.00).",Bø Friluftsgalleri,Norge,,2015-06-24T00:00:00,Dronning Sonja,/nyhet.html?tid=128674&sek=26939,,inrikes,Norge
1114,Fylkestur til Finnmark: DD.MM. Kongen og Dronningen ankommer Vadsø (10.00).,Ankomst Vadsø,Norge,,2015-06-18T00:00:00,Dronning Sonja,,,inrikes,Norge
1115,Fylkestur til Finnmark: DD.MM. Kongen og Dronningen besøker Kjøllefjord i Lebesby kommune (10.00).,Ankomst Kjøllefjord,Norge,,2015-06-17T00:00:00,Dronning Sonja,/nyhet.html?tid=128321&sek=26939,,inrikes,Norge
1116,Fylkestur til Finnmark: DD.MM. Kongen og Dronningen besøker Kvalsund (10.00).,Ankomst Kvalsund,Norge,,2015-06-16T00:00:00,Dronning Sonja,,,inrikes,Norge
1117,DD.MM. Kongen og Dronningen besøker Finnmark 16. - 18. juni.,Fylkestur til Finnmark,Norge,18/06/2015 00:00:00,2015-06-16T00:00:00,Dronning Sonja,/nyhet.html?tid=128320&sek=26939,,inrikes,Norge
1118,"H.M. Dronningen, DD.KK.HH. Kronprinsen og Kronprinsessen, Prinsesse Märtha Louise og Ari Behn er til stede ved feiringen av bryllupet mellom H.K.H. Prins Carl Philip av Sverige og Sofia Hellqvist.",Kongelig bryllup,Norge,,2015-06-13T00:00:00,Dronning Sonja,/nyhet.html?tid=128303&sek=26939,,utrikes,
1119,"Deres Majesteter Dronning Margrethe og Dronning Sonja åpner utstillingen ""Fra fjell og kyst"" på Baroniet Rosendal i Hardanger (14.30).",Utstilling,Norge,,2015-06-12T00:00:00,Dronning Sonja,/nyhet.html?tid=128286&sek=26939,,inrikes,Norge
1120,DD.MM. Kongen og Dronningen holder mottakelse for konsuler på Det kongelige slott. DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (15.00).,Mottakelse,Norge,,2015-06-09T00:00:00,Dronning Sonja,,,slottet,
1121,Kongefamilien er til stede ved 70-årsmarkeringen av Kongefamiliens hjemkomst etter 2. verdenskrig og avdukningen av statuen av Kong Olav V på Rådhusplassen i Oslo (16.00).,Statue av Kong Olav,Norge,,2015-06-07T00:00:00,Dronning Sonja,/nyhet.html?tid=128204&sek=26939,,inrikes,Norge
1122,"H.M. Dronningen er til stede under åpningen av Festspillene i Bergen (Festplassen, 12.10).",Festspillene i Bergen,Norge,,2015-05-27T00:00:00,Dronning Sonja,/nyhet.html?tid=127915&sek=26939,,inrikes,Norge
1123,Kronprinsfamilien hilser barnetoget i Asker utenfor Skaugum (08.15).,Barnetoget i Asker,Norge,,2015-05-17T00:00:00,Dronning Sonja,/nyhet.html?tid=127479&sek=26939,,inrikes,Norge
1124,"H.M. Dronningen er til stede ved åpningen av Svend-Allan Sørensens utstilling på Galleri Dronning Joséphine, Oscarshall (18.00).",Galleri Dronning Joséphine,Norge,,2015-05-13T00:00:00,Dronning Sonja,/nyhet.html?tid=127471&sek=26939,,slottet,
1125,H.M. Dronningen og H.K.H. Prinsesse Beatrix av Nederland åpner utstillingen Van Gogh + Munch ved Munchmuseet i Oslo (10.30).,Van Gogh + Munch,Norge,,2015-05-09T00:00:00,Dronning Sonja,/nyhet.html?tid=127357&sek=26939,,inrikes,Norge
1126,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2015-05-07T00:00:00,Dronning Sonja,,,slottet,
1127,H.M. Dronningen deltar i styremøtet i stiftelsen the Queen Sonja Print Award (17.00).,Styremøte,Norge,,2015-05-05T00:00:00,Dronning Sonja,,,utrikes,USA
1128,"H.M. Kongen mottar Portugals president, H.E. herr Aníbal António Cavaco Silva, i audiens. H.M. Dronningen vil også være til stede (12.45).",Audiens,Norge,,2015-05-04T00:00:00,Dronning Sonja,,,slottet,
1129,"H.M. Dronningen er til stede på Hallingskarvsymposiet 2015, Finse 1222 (20.00).",Hallingskarvsymposiet,Norge,,2015-04-30T00:00:00,Dronning Sonja,,,inrikes,
1130,"H.M. Dronningen er til stede ved et foredrag om norsk arkitektur i et internasjonalt perspektiv, NORLA og Music Norways lokaler (09.00).",Foredrag om arkitektur,Norge,,2015-04-28T00:00:00,Dronning Sonja,/nyhet.html?tid=127145&sek=26939,,inrikes,
1131,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2015-04-23T00:00:00,Dronning Sonja,,,slottet,
1132,"H.M. Dronningen er til stede ved den årlige gallamiddagen til the American-Scandinavian Foundation, New York (19.00).",Offisiell middag,Norge,,2015-04-17T00:00:00,Dronning Sonja,/artikkel.html?tid=125800&sek=112472,,utrikes,USA
1133,"H.M. Dronningen åpner utstillingen Prize Prints, The Queen Sonja Print Award, ved Scandinavia House i New York (18.00).",Åpning av utstilling,Norge,,2015-04-16T00:00:00,Dronning Sonja,/nyhet.html?tid=126840&sek=26939,,utrikes,USA
1134,H.M. Dronningen er til stede ved markeringen av Haldens 350-årsjubileum (10.30).,Byjubileum,Norge,,2015-04-10T00:00:00,Dronning Sonja,/nyhet.html?tid=126663&sek=26939,,utrikes,Belgien
1135,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2015-04-09T00:00:00,Dronning Sonja,,,slottet,
1136,"H.M. Dronningen er til stede ved 25-årsmarkeringen for «Scandinavian Star»-brannen, Akershuskaia (18.00).",Minnemarkering,Norge,,2015-04-07T00:00:00,Dronning Sonja,/nyhet.html?tid=126623&sek=26939,,inrikes,
1137,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2015-03-26T00:00:00,Dronning Sonja,,,slottet,
1138,"H.M. Dronningen er til stede ved Inger Sitters bisettelse, Vestre gravlund i Oslo (14.30).",Bisettelse,Norge,,2015-03-24T00:00:00,Dronning Sonja,,,utrikes,Frankrike
1139,"H.M. Dronningen besøker Stella - Røde Kors kvinnesenter, Oslo (16.30).",Stella kvinnesenter,Norge,,2015-03-23T00:00:00,Dronning Sonja,/nyhet.html?tid=126492&sek=26939,,inrikes,Norge
1140,"Statsbesøk fra Latvia: DD.MM. Kongen og Dronningen og H.E. President Andris Bērziņš briefes om norsk-latvisk sikkerhets- og forsvarssamarbeid om bord hurtigbåten ""Baronen"" (10.20).",Forsvarssamarbeid,Norge,,2015-03-19T00:00:00,Dronning Sonja,/nyhet.html?tid=126399&sek=26939,,inrikes,
1141,Statsbesøk fra Latvia: DD.MM. Kongen og Dronningen ønsker H.E. President Andris Bērziņš velkommen på Slottsplassen. DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (11.00).,Velkomstseremoni,Norge,,2015-03-18T00:00:00,Dronning Sonja,,,slottet,
1142,DD.MM. Kongen og Dronningen er vertskap under Latvias president Andris Bērziņš' statsbesøk til Norge 18. og 19. mars.,Statsbesøk fra Latvia,Norge,19/03/2015 00:00:00,2015-03-18T00:00:00,Dronning Sonja,/nyhet.html?tid=126395&sek=26939,,inrikes,Norge
1143,H.M. Dronningen deltar på styremøte i Queen Sonja Print Award (16.00).,Styremøte,Norge,,2015-03-16T00:00:00,Dronning Sonja,,,utrikes,USA
1144,"DD.MM. Kongen og Dronningen, DD.KK.HH. Kronprinsen og Kronprinsessen og Prinsesse Astrid, fru Ferner, er til stede under world cup nordiske grener i Holmenkollen.",Holmenkollen,Norge,,2015-03-15T00:00:00,Dronning Sonja,/nyhet.html?tid=126349&sek=26939,,inrikes,Norge
1145,H.M. Dronningen mottar representanter for Dronning Sonja Internasjonale Musikkonkurranse i audiens (13.00).,Audiens,Norge,,2015-03-13T00:00:00,Dronning Sonja,,,slottet,
1146,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2015-03-12T00:00:00,Dronning Sonja,,,slottet,
1147,DD.MM. Kongen og Dronningen holder mottakelse på Det kongelige slott for mottakere av Kongens fortjenstmedalje (14.00).,Mottakelse,Norge,,2015-03-10T00:00:00,Dronning Sonja,,,slottet,
1148,"Statsbesøk til Australia: DD.MM. Kongen og Dronningen besøker Wilhelmsen-skipet MV Tugela for en orientering om marint samarbeid Norge-Australia, Perth.",MV Tugela,Norge,,2015-02-27T00:00:00,Dronning Sonja,/nyhet.html?tid=126028&sek=26939,,utrikes,Australien
1149,"Statsbesøk til Australia: DD.MM. Kongen og Dronningen besøker urfolksenteret National Centre for Indigenous Excellence, Redfern.",Urfolksenter,Norge,,2015-02-25T00:00:00,Dronning Sonja,/nyhet.html?tid=125958&sek=26939,,utrikes,Australien
1150,Statsbesøk til Australia: H.M. Kongen åpner et seminar om Antarktis ved Sjøfartsmuseet i Sydney. H.M. Dronningen vil også være til stede.,Antarktisseminar,Norge,,2015-02-24T00:00:00,Dronning Sonja,/nyhet.html?tid=125907&sek=26939,,utrikes,Australien
1151,"Statsbesøk til Australia: DD.MM. Kongen og Dronningen besøker Australias nasjonale krigsminnesmerke, Canberra.",Krigsminnesmerke,Norge,,2015-02-23T00:00:00,Dronning Sonja,/nyhet.html?tid=125852&sek=26939,,utrikes,Sverige
1152,DD.MM. Kongen og Dronningen avlegger statsbesøk til Australia 23. - 27. februar 2015.,Statsbesøk til Australia,Norge,27/02/2015 00:00:00,2015-02-23T00:00:00,Dronning Sonja,/nyhet.html?tid=125852&sek=26939,,utrikes,Australien
1153,H.M. Dronningen mottar utenriksministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2015-02-12T00:00:00,Dronning Sonja,,,slottet,
1154,"H.M. Dronningen åpner Kunsthall Svalbard, Longyearbyen (19.00).",Kunsthall Svalbard,Norge,,2015-02-06T00:00:00,Dronning Sonja,/nyhet.html?tid=125686&sek=26939,,inrikes,Svalbard
1155,"Prinsesse Astrid, fru Ferner, DD.MM. Kongen og Dronningen, DD.KK.HH. Kronprinsen og Kronprinsessen, Prinsesse Märtha Louise og Ari Behn er til stede ved Johan Martin Ferners bisettelse fra Holmenkollen kapell (13.00).",Bisettelse,Norge,,2015-02-02T00:00:00,Dronning Sonja,/nyhet.html?tid=125629&sek=26939,,utrikes,Frankrike
1156,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2015-01-29T00:00:00,Dronning Sonja,,,slottet,
1157,DD.MM. Kongen og Dronningen holder lunsj for biskopene på Det kongelige slott. H.K.H. Kronprinsessen vil også være til stede (13.00).,Offisiell lunsj,Norge,,2015-01-27T00:00:00,Dronning Sonja,,,slottet,
1158,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2015-01-22T00:00:00,Dronning Sonja,,,slottet,
1159,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2015-12-18T00:00:00,Kronprins Haakon,,,slottet,
1160,H.K.H. Kronprinsen deltar på styremøte i Global Dignity Norge (10.00).,Styremøte,Norge,,2015-12-16T00:00:00,Kronprins Haakon,,,inrikes,Norge
1161,H.M. Kongen er til stede ved H.M. Kongens Gardes Kirkeparade i Oslo Domkirke. H.K.H. Kronprinsen vil også være til stede (10.00).,Kirkeparade,Norge,,2015-12-15T00:00:00,Kronprins Haakon,/nyhet.html?tid=130948&sek=26939,,inrikes,Norge
1162,H.M. Kongen mottar generalinspektøren for Heimevernet i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2015-12-14T00:00:00,Kronprins Haakon,,,slottet,
1163,H.K.H. Kronprinsen besøker flomrammede områder i kommunene Kvinesdal og Bjerkreim.,Besøker flomrammede,Norge,,2015-12-11T00:00:00,Kronprins Haakon,/nyhet.html?tid=130899&sek=26939,,inrikes,
1164,H.M. Kongen mottar årets fredsprisvinnere i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (12.00).,Audiens,Norge,,2015-12-10T00:00:00,Kronprins Haakon,,,slottet,
1165,DD.MM. Kongen og Dronningen holder middag for fylkesmennene på Det kongelige slott. DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (20.00).,Offisiell middag,Norge,,2015-12-08T00:00:00,Kronprins Haakon,,,slottet,
1166,H.K.H. Kronprinsen deltar på Dignity Day på Bodin videregående skole i Bodø.,Dignity Day,Norge,,2015-12-07T00:00:00,Kronprins Haakon,,,inrikes,Norge
1167,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2015-12-04T00:00:00,Kronprins Haakon,,,slottet,
1168,H.M. Kongen mottar utenriksråden i audiens. H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2015-12-03T00:00:00,Kronprins Haakon,,,slottet,
1169,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2015-11-27T00:00:00,Kronprins Haakon,,,slottet,
1170,H.M. Kongen mottar utenriksministeren i audiens.H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2015-11-26T00:00:00,Kronprins Haakon,,,slottet,
1171,DD.KK.HH. Kronprinsen og Kronprinsessen holder partnermiddag på Skaugum (19.30).,Global Dignity,Norge,,2015-11-25T00:00:00,Kronprins Haakon,,,inrikes,Norge
1172,DD.MM. Kongen og Dronningen holder lunsj for biskopene på Det kongelige slott. DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (14.00).,Lunsj for biskopene,Norge,,2015-11-24T00:00:00,Kronprins Haakon,,,slottet,
1173,DD.KK.HH. Kronprinsen og Kronprinsessen deltar på styremøte i Kronprinsparets fond (12.00).,Styremøte,Norge,,2015-11-23T00:00:00,Kronprins Haakon,,,slottet,
1174,"Offisielt besøk til Brasil: H.K.H. Kronprinsen besøker Brasils nasjonale institutt for romforskning, ansvarlig for satelittovervåkingen av utviklingen i Amazonas.",Institutt for romforskning,Norge,,2015-11-19T00:00:00,Kronprins Haakon,,,utrikes,Brasilien
1175,"Offisielt besøk til Brasil: H.K.H. Kronprinsen deltar under avslutningen av seminaret “Climate Change and Biodiversity Research in the Amazon – New Knowledge and New Horizons”, i Goeldi Museum, Belem.",Seminar om klima og biodiversitet,Norge,,2015-11-18T00:00:00,Kronprins Haakon,/nyhet.html?tid=130537&sek=26939,,utrikes,Brasilien
