id,description,title,country,date_end,date_start,person,link,location,location_category,location_name
1,H.M. Kongen mottar sjef for Forsvarets operative hovedkvarter i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-18T00:00:00,Kong Harald V,,,slottet,
2,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-04-15T00:00:00,Kong Harald V,,,slottet,
3,H.M. Kongen mottar utenriksråden i audiens. H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-04-14T00:00:00,Kong Harald V,,,slottet,
4,H.M. Kongen mottar utenriksråden i audiens. H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-04-14T00:00:00,Kong Harald V,,,slottet,
5,H.M. Kongen mottar utenriksråden i audiens. H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-04-14T00:00:00,Kong Harald V,,,slottet,
6,H.M. Kongen mottar utenriksråden i audiens. H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-04-14T00:00:00,Kong Harald V,,,slottet,
7,H.M. Kongen mottar utenriksråden i audiens. H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-04-14T00:00:00,Kong Harald V,,,slottet,
8,H.M. Kongen mottar generalinspektøren for Heimevernet i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-11T00:00:00,Kong Harald V,,,slottet,
9,H.M. Kongen mottar generalinspektøren for Heimevernet i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-11T00:00:00,Kong Harald V,,,slottet,
10,H.M. Kongen mottar generalinspektøren for Heimevernet i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-11T00:00:00,Kong Harald V,,,slottet,
11,H.M. Kongen mottar generalinspektøren for Heimevernet i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-11T00:00:00,Kong Harald V,,,slottet,
12,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen deltar på seminaret ""Italian-Norwegian Energy Dialogue: Solutions for the Future"" i Milano.",Energiseminar,Norge,,2016-04-08T00:00:00,Kong Harald V,,,utrikes,Italien
13,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen deltar på seminaret ""Italian-Norwegian Energy Dialogue: Solutions for the Future"" i Milano.",Energiseminar,Norge,,2016-04-08T00:00:00,Kong Harald V,,,utrikes,Italien
14,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen deltar på seminaret ""Italian-Norwegian Energy Dialogue: Solutions for the Future"" i Milano.",Energiseminar,Norge,,2016-04-08T00:00:00,Kong Harald V,,,utrikes,Italien
15,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen deltar på seminaret ""Italian-Norwegian Energy Dialogue: Solutions for the Future"" i Milano.",Energiseminar,Norge,,2016-04-08T00:00:00,Kong Harald V,,,utrikes,Italien
16,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen deltar på seminaret ""Italian-Norwegian Energy Dialogue: Solutions for the Future"" i Milano.",Energiseminar,Norge,,2016-04-08T00:00:00,Kong Harald V,,,utrikes,Italien
17,"Statsbesøk til Italia: H.M. Kongen legger ned krans på den ukjente soldats grav ved Fedrelandsmonumentet, Altare della Patria, i Roma. H.M. Dronningen vil også være til stede.",Kransnedleggelse,Norge,,2016-04-07T00:00:00,Kong Harald V,,,utrikes,Italien
18,"Statsbesøk til Italia: H.M. Kongen legger ned krans på den ukjente soldats grav ved Fedrelandsmonumentet, Altare della Patria, i Roma. H.M. Dronningen vil også være til stede.",Kransnedleggelse,Norge,,2016-04-07T00:00:00,Kong Harald V,,,utrikes,Italien
19,"Statsbesøk til Italia: H.M. Kongen legger ned krans på den ukjente soldats grav ved Fedrelandsmonumentet, Altare della Patria, i Roma. H.M. Dronningen vil også være til stede.",Kransnedleggelse,Norge,,2016-04-07T00:00:00,Kong Harald V,,,utrikes,Italien
20,"Statsbesøk til Italia: H.M. Kongen legger ned krans på den ukjente soldats grav ved Fedrelandsmonumentet, Altare della Patria, i Roma. H.M. Dronningen vil også være til stede.",Kransnedleggelse,Norge,,2016-04-07T00:00:00,Kong Harald V,,,utrikes,Italien
21,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Kong Harald V,,,utrikes,Italien
22,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Kong Harald V,,,utrikes,Italien
23,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Kong Harald V,,,utrikes,Italien
24,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Kong Harald V,,,utrikes,Italien
25,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Kong Harald V,,,utrikes,Italien
26,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Kong Harald V,,,utrikes,Italien
27,DD.MM. Kongen og Dronningen gjennomfører statsbesøk til Italia 6. - 8. april.,Statsbesøk,Norge,08/04/2016 00:00:00,2016-04-06T00:00:00,Kong Harald V,/artikkel.html?tid=134860&sek=112472,,utrikes,Italien
28,H.M. Kongen holder Statsråd på Det kongelige slott (10.00).,Statsråd,Norge,,2016-04-05T00:00:00,Kong Harald V,,,slottet,
29,H.M. Kongen mottar generalinspektøren for Hæren i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-04T00:00:00,Kong Harald V,,,slottet,
30,H.M. Kongen mottar generalinspektøren for Hæren i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-04T00:00:00,Kong Harald V,,,slottet,
31,H.M. Kongen mottar generalinspektøren for Hæren i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-04-04T00:00:00,Kong Harald V,,,slottet,
32,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-04-01T00:00:00,Kong Harald V,,,slottet,
33,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-04-01T00:00:00,Kong Harald V,,,slottet,
34,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-04-01T00:00:00,Kong Harald V,,,slottet,
35,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-04-01T00:00:00,Kong Harald V,,,slottet,
36,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-04-01T00:00:00,Kong Harald V,,,slottet,
37,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-31T00:00:00,Kong Harald V,,,slottet,
38,H.M. Kongen besøker Etterretningstjenesten. H.K.H. Kronprinsen vil også være til stede.,Etterretningstjenesten,Norge,,2016-03-30T00:00:00,Kong Harald V,,,inrikes,
39,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-03-18T00:00:00,Kong Harald V,,,slottet,
40,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-03-18T00:00:00,Kong Harald V,,,slottet,
41,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-17T00:00:00,Kong Harald V,,,slottet,
42,H.M. Kongen mottar generalinspektøren for Luftforsvaret i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-03-14T00:00:00,Kong Harald V,,,slottet,
43,H.M. Kongen mottar generalinspektøren for Luftforsvaret i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-03-14T00:00:00,Kong Harald V,,,slottet,
44,H.M. Kongen mottar generalinspektøren for Luftforsvaret i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-03-14T00:00:00,Kong Harald V,,,slottet,
45,H.M. Kongen mottar generalinspektøren for Luftforsvaret i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-03-14T00:00:00,Kong Harald V,,,slottet,
46,H.M. Kongen mottar generalinspektøren for Luftforsvaret i audiens. H.K.H. Kronprinsen vil også være til stede (11.30).,Fast audiens,Norge,,2016-03-14T00:00:00,Kong Harald V,,,slottet,
47,"H.M. Kongen er til stede under VM i skiskyting i Holmenkollen. Prinsesse Astrid, fru Ferner, vil også være til stede (13.00).",VM i skiskyting,Norge,,2016-03-13T00:00:00,Kong Harald V,,,inrikes,Norge
48,"H.M. Kongen er til stede under VM i skiskyting i Holmenkollen. Prinsesse Astrid, fru Ferner, vil også være til stede (15.30).",VM i skiskyting,Norge,,2016-03-12T00:00:00,Kong Harald V,,,inrikes,Norge
49,H.M. Kongen mottar forsvarsministeren i audiens (10.30).,Fast audiens,Norge,,2016-03-11T00:00:00,Kong Harald V,,,slottet,
50,H.M. Kongen mottar forsvarsministeren i audiens (10.30).,Fast audiens,Norge,,2016-03-11T00:00:00,Kong Harald V,,,slottet,
51,H.M. Kongen mottar forsvarsministeren i audiens (10.30).,Fast audiens,Norge,,2016-03-11T00:00:00,Kong Harald V,,,slottet,
52,H.M. Kongen mottar forsvarsministeren i audiens (10.30).,Fast audiens,Norge,,2016-03-11T00:00:00,Kong Harald V,,,slottet,
53,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-10T00:00:00,Kong Harald V,,,slottet,
54,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-10T00:00:00,Kong Harald V,,,slottet,
55,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-10T00:00:00,Kong Harald V,,,slottet,
56,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-10T00:00:00,Kong Harald V,,,slottet,
57,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-10T00:00:00,Kong Harald V,,,slottet,
58,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-10T00:00:00,Kong Harald V,,,slottet,
59,H.M. Kongen er til stede under vinterøvelsen Cold Response i Nord-Trøndelag 7. og 8. mars.,Cold Response 2016,Norge,08/03/2016 00:00:00,2016-03-07T00:00:00,Kong Harald V,/nyhet.html?tid=134862&sek=26939,,inrikes,
60,"H.M. Kongen er til stede under VM i skiskyting i Holmenkollen. Prinsesse Astrid, fru Ferner, vil også være til stede (13.30).",VM i skiskyting,Norge,,2016-03-06T00:00:00,Kong Harald V,,,inrikes,Norge
61,"H.M. Kongen er til stede under VM i skiskyting. Prinsesse Astrid, fru Ferner, vil også være til stede (Holmenkollen, 11.30).",VM i skiskyting,Norge,,2016-03-05T00:00:00,Kong Harald V,,,inrikes,Norge
62,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-03-04T00:00:00,Kong Harald V,,,slottet,
63,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-03-04T00:00:00,Kong Harald V,,,slottet,
64,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-03T00:00:00,Kong Harald V,,,slottet,
65,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-03T00:00:00,Kong Harald V,,,slottet,
66,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-03T00:00:00,Kong Harald V,,,slottet,
67,"H.M. Kongen er til stede ved åpningen av Helsedirektoratets om pasientsikkerhet, Gardermoen (10.00).",Kongress om pasientsikkerhet,Norge,,2016-03-02T00:00:00,Kong Harald V,/nyhet.html?tid=134809&sek=26939,,inrikes,Norge
68,H.M. Kongen mottar forsvarssjefen i audiens (11.30).,Fast audiens,Norge,,2016-02-29T00:00:00,Kong Harald V,,,slottet,
69,H.M. Kongen mottar forsvarssjefen i audiens (11.30).,Fast audiens,Norge,,2016-02-29T00:00:00,Kong Harald V,,,slottet,
70,H.M. Kongen mottar forsvarssjefen i audiens (11.30).,Fast audiens,Norge,,2016-02-29T00:00:00,Kong Harald V,,,slottet,
71,H.M. Kongen holder Statsråd på Det kongelige slott (11.00).,Statsråd,Norge,,2016-02-12T00:00:00,Kong Harald V,,,slottet,
72,H.M. Kongen holder Statsråd på Det kongelige slott (11.00).,Statsråd,Norge,,2016-02-12T00:00:00,Kong Harald V,,,slottet,
73,H.M. Kongen holder Statsråd på Det kongelige slott (11.00).,Statsråd,Norge,,2016-02-12T00:00:00,Kong Harald V,,,slottet,
74,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-02-11T00:00:00,Kong Harald V,,,slottet,
75,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-02-11T00:00:00,Kong Harald V,,,slottet,
76,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-02-11T00:00:00,Kong Harald V,,,slottet,
77,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-02-11T00:00:00,Kong Harald V,,,slottet,
78,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-02-11T00:00:00,Kong Harald V,,,slottet,
79,"H.M. Kongen er til stede ved den internasjonale fagkonferansen Villaksen i nord, Alta.",Villaksen i nord,Norge,,2016-02-09T00:00:00,Kong Harald V,/nyhet.html?tid=134551&sek=26939,,inrikes,
80,"H.M. Kongen besøker Ishotellet på Sorrisniva, Alta (18.15).",Besøker Ishotellet,Norge,,2016-02-08T00:00:00,Kong Harald V,,,inrikes,Norge
81,"DD.MM. Kongen og Dronningen, DD.KK.HH. Kronprinsen og Kronprinsessen og Prinsesse Astrid, fru Ferner, er til stede under world cup i nordiske grener i Holmenkollen.",Holmenkollen skifestival,Norge,,2016-02-07T00:00:00,Kong Harald V,,,inrikes,Norge
82,"H.M. Kongen og Prinsesse Astrid, fru Ferner, er til stede under FIS World Cup i nordiske grener i Holmenkollen.",Holmenkollen skifestival,Norge,,2016-02-06T00:00:00,Kong Harald V,,,inrikes,Norge
83,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-02-05T00:00:00,Kong Harald V,,,slottet,
84,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-02-05T00:00:00,Kong Harald V,,,slottet,
85,"H.M. Kongen mottar skipssjef på KS Norge​, Geir Vidar Thorkildsen, i audiens. H.M. Dronningen vil også være til stede (11.15).",Audiens,Norge,,2016-02-01T00:00:00,Kong Harald V,,,slottet,
86,"H.M. Kongen er til stede under NM på ski på Kvaløysletta, Tromsø, 29. - 31. januar.",NM på ski,Norge,31/01/2016 00:00:00,2016-01-29T00:00:00,Kong Harald V,,,inrikes,Norge
87,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-28T00:00:00,Kong Harald V,,,slottet,
88,DD.MM. Kongen og Dronningen holder lunsj for diplomater på Det kongelige slott (14.00),Offisiell lunsj,Norge,,2016-01-26T00:00:00,Kong Harald V,,,slottet,
89,"H.M. Kongen er til stede ved vigslingen av Ann-Helen Fjeldstad Jusnes til ny biskop i Sør-Hålogaland bispedømme, Bodø domkirke (11.00).",Bispevigsling,Norge,,2016-01-24T00:00:00,Kong Harald V,/nyhet.html?tid=134323&sek=26939,,inrikes,
90,H.M. Kongen holder Statsråd på Det kongelige slott. H.K.H. Kronprinsen vil også være til stede (11.00).,Statsråd,Norge,,2016-01-22T00:00:00,Kong Harald V,,,slottet,
91,H.M. Kongen mottar utenriksråden i audiens (10.00). H.K.H. Kronprinsen vil også være til stede.,Fast audiens,Norge,,2016-01-21T00:00:00,Kong Harald V,,,slottet,
92,H.M. Kongen mottar utenriksråden i audiens (10.00). H.K.H. Kronprinsen vil også være til stede.,Fast audiens,Norge,,2016-01-21T00:00:00,Kong Harald V,,,slottet,
93,"DD.MM. Kongen og Dronningen, H.M. Dronningen av Danmark, DD.MM. Kongen og Dronningen av Sverige, Kronprinsfamilien, Prinsesse Märtha Louise med familie og Prinsesse Astrid, fru Ferner, med familie deltar på gudstjeneste i Slottskapellet (11.00).",Kongepar i 25 år: Gudstjeneste,Norge,,2016-01-17T00:00:00,Kong Harald V,/nyhet.html?tid=133206&sek=26939,,slottet,
94,"DD.MM. Kongen og Dronningen, H.M. Dronningen av Danmark, DD.MM. Kongen og Dronningen av Sverige, Kronprinsfamilien, Prinsesse Märtha Louise med familie og Prinsesse Astrid, fru Ferner, med familie deltar på gudstjeneste i Slottskapellet (11.00).",Kongepar i 25 år: Gudstjeneste,Norge,,2016-01-17T00:00:00,Kong Harald V,/nyhet.html?tid=133206&sek=26939,,slottet,
95,"DD.MM. Kongen og Dronningen, H.M. Dronningen av Danmark, DD.MM. Kongen og Dronningen av Sverige, Kronprinsfamilien, Prinsesse Märtha Louise med familie og Prinsesse Astrid, fru Ferner, med familie deltar på gudstjeneste i Slottskapellet (11.00).",Kongepar i 25 år: Gudstjeneste,Norge,,2016-01-17T00:00:00,Kong Harald V,/nyhet.html?tid=133206&sek=26939,,slottet,
96,DD.MM. Kongen og Dronningen mottar gratulasjonsdeputasjoner på Det kongelige slott i anledning sitt 25-årsjubileum som Norges kongepar (11.00).,Kongepar i 25 år: Deputasjoner,Norge,,2016-01-15T00:00:00,Kong Harald V,/nyhet.html?tid=131479&sek=26939,,slottet,
97,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-14T00:00:00,Kong Harald V,,,slottet,
98,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-14T00:00:00,Kong Harald V,,,slottet,
99,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-14T00:00:00,Kong Harald V,,,slottet,
100,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen og DD.KK.HH. Kronprinsen og Kronprinsessen vil også være til stede (10.00).,Fast audiens,Norge,,2016-01-14T00:00:00,Kong Harald V,,,slottet,
101,H.M. Kongen mottar generalinspektøren for Sjøforsvaret i audiens (11.30).,Fast audiens,Norge,,2016-01-11T00:00:00,Kong Harald V,,,slottet,
102,H.M. Kongen mottar generalinspektøren for Sjøforsvaret i audiens (11.30).,Fast audiens,Norge,,2016-01-11T00:00:00,Kong Harald V,,,slottet,
103,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-01-08T00:00:00,Kong Harald V,,,slottet,
104,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-01-08T00:00:00,Kong Harald V,,,slottet,
105,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-01-08T00:00:00,Kong Harald V,,,slottet,
106,H.M. Kongen mottar statsministeren i audiens. H.K.H. Kronprinsen vil også være til stede (10.15).,Fast audiens,Norge,,2016-01-08T00:00:00,Kong Harald V,,,slottet,
107,H.M. Kongen mottar utenriksråden i audiens (10.00).,Fast audiens,Norge,,2016-01-07T00:00:00,Kong Harald V,,,slottet,
108,H.M. Dronningen og H.K.H. Kronprinsessen besøker Sandefjord søppelplukkerlag og deltar på en av deres ryddinger (14.00).,Sandefjord søppelplukkerlag,Norge,,2016-04-19T00:00:00,Dronning Sonja,,,inrikes,Norge
109,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen deltar på seminaret ""Italian-Norwegian Energy Dialogue: Solutions for the Future"" i Milano.",Energiseminar,Norge,,2016-04-08T00:00:00,Dronning Sonja,,,utrikes,Italien
110,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen deltar på seminaret ""Italian-Norwegian Energy Dialogue: Solutions for the Future"" i Milano.",Energiseminar,Norge,,2016-04-08T00:00:00,Dronning Sonja,,,utrikes,Italien
111,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen deltar på seminaret ""Italian-Norwegian Energy Dialogue: Solutions for the Future"" i Milano.",Energiseminar,Norge,,2016-04-08T00:00:00,Dronning Sonja,,,utrikes,Italien
112,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen deltar på seminaret ""Italian-Norwegian Energy Dialogue: Solutions for the Future"" i Milano.",Energiseminar,Norge,,2016-04-08T00:00:00,Dronning Sonja,,,utrikes,Italien
113,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen deltar på seminaret ""Italian-Norwegian Energy Dialogue: Solutions for the Future"" i Milano.",Energiseminar,Norge,,2016-04-08T00:00:00,Dronning Sonja,,,utrikes,Italien
114,"Statsbesøk til Italia: H.M. Kongen legger ned krans på den ukjente soldats grav ved Fedrelandsmonumentet, Altare della Patria, i Roma. H.M. Dronningen vil også være til stede.",Kransnedleggelse,Norge,,2016-04-07T00:00:00,Dronning Sonja,,,utrikes,Italien
115,"Statsbesøk til Italia: H.M. Kongen legger ned krans på den ukjente soldats grav ved Fedrelandsmonumentet, Altare della Patria, i Roma. H.M. Dronningen vil også være til stede.",Kransnedleggelse,Norge,,2016-04-07T00:00:00,Dronning Sonja,,,utrikes,Italien
116,"Statsbesøk til Italia: H.M. Kongen legger ned krans på den ukjente soldats grav ved Fedrelandsmonumentet, Altare della Patria, i Roma. H.M. Dronningen vil også være til stede.",Kransnedleggelse,Norge,,2016-04-07T00:00:00,Dronning Sonja,,,utrikes,Italien
117,"Statsbesøk til Italia: H.M. Kongen legger ned krans på den ukjente soldats grav ved Fedrelandsmonumentet, Altare della Patria, i Roma. H.M. Dronningen vil også være til stede.",Kransnedleggelse,Norge,,2016-04-07T00:00:00,Dronning Sonja,,,utrikes,Italien
118,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Dronning Sonja,,,utrikes,Italien
119,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Dronning Sonja,,,utrikes,Italien
120,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Dronning Sonja,,,utrikes,Italien
121,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Dronning Sonja,,,utrikes,Italien
122,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Dronning Sonja,,,utrikes,Italien
123,"Statsbesøk til Italia: DD.MM. Kongen og Dronningen ønskes formelt velkommen til Italia av H.E. President Sergio Mattarella og hans datter Laura Mattarella ved en høytidelig velkomstseremoni utenfor Palazzo del Quirinale, Roma.",Velkomstseremoni,Norge,,2016-04-06T00:00:00,Dronning Sonja,,,utrikes,Italien
124,DD.MM. Kongen og Dronningen gjennomfører statsbesøk til Italia 6. - 8. april.,Statsbesøk,Norge,08/04/2016 00:00:00,2016-04-06T00:00:00,Dronning Sonja,/artikkel.html?tid=134860&sek=112472,,utrikes,Italien
125,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-31T00:00:00,Dronning Sonja,,,slottet,
126,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-31T00:00:00,Dronning Sonja,,,slottet,
127,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-17T00:00:00,Dronning Sonja,,,slottet,
128,H.M. Kongen mottar utenriksministeren i audiens. H.M. Dronningen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-10T00:00:00,Dronning Sonja,,,slottet,
129,H.M. Kongen mottar utenriksråden i audiens. H.M. Dronningen og H.K.H. Kronprinsen vil også være til stede (10.00).,Fast audiens,Norge,,2016-03-03T00:00:00,Dronning Sonja,,,slottet,
